Nama Jurnal,ISSN,SJR,H-Index,Bidang Ilmu,Quartil
Earth System Science Data,18663516,4.066,113,Earth and Planetary Sciences,Q1
Sociological Methods and Research,00491241,4.064,100,Social Sciences,Q1
International Journal of Management Reviews,14608545,4.054,142,Decision Sciences,Q1
Econometrics Journal,13684221,4.051,49,Economics and Econometrics,Q1
Bone Research,20954700,4.048,76,"Endocrinology, Diabetes and Metabolism",Q1
Accounting Review,00014826,4.045,206,Accounting,Q1
Microplastics and Nanoplastics,26624966,4.031,9,Environmental Chemistry,Q1
Annual Review of Pharmacology and Toxicology,15454304,4.029,230,Pharmacology,Q1
Cell Reports Medicine,26663791,4.028,64,"Biochemistry, Genetics and Molecular Biology",Q1
Annual Review of Virology,23270578,4.025,72,Virology,Q1
Molecular Psychiatry,14765578,4.022,261,Cellular and Molecular Neuroscience,Q1
Research Synthesis Methods,17592879,4.02,77,Education,Q1
Seminars in Cancer Biology,10963650,4.016,190,Cancer Research,Q1
Molecular Therapy,15250024,4.008,220,Drug Discovery,Q1
Foundations and Trends in Systems and Control,23256826,4.006,21,Control and Optimization,Q1
Nature Astronomy,23973366,4.006,99,Astronomy and Astrophysics,Q1
Genes and Development,15495477,4.005,489,Developmental Biology,Q1
Experimental and Molecular Medicine,12263613,4.001,133,Biochemistry,Q1
Digest of Technical Papers - IEEE International Solid-State Circuits Conference,01936530,3.998,119,Electrical and Electronic Engineering,-
Annual Review of Phytopathology,00664286,3.984,195,Medicine,Q1
Soil Biology and Biochemistry,00380717,3.982,285,Microbiology,Q1
ISME Journal,17517362,3.973,251,"Ecology, Evolution, Behavior and Systematics",Q1
Remote Sensing of Environment,00344257,3.972,371,Computers in Earth Sciences,Q1
"Genomics, Proteomics and Bioinformatics",16720229,3.964,80,Biochemistry,Q1
Annual Review of Cancer Biology,24723428,3.955,40,Cancer Research,Q1
Internet of Things and Cyber-Physical Systems,26673452,3.952,23,Artificial Intelligence,Q1
Annual Review of Nuclear and Particle Science,01638998,3.95,117,Nuclear and High Energy Physics,Q1
Cardiovascular Research,17553245,3.947,251,Cardiology and Cardiovascular Medicine,Q1
Journal of Development Economics,03043878,3.945,182,Development,Q1
Cambridge Journal of Mathematics,21680949,3.94,9,Mathematics,Q1
Journal of Allergy and Clinical Immunology,10976825,3.935,350,Immunology,Q1
Human Resource Management Review,10534822,3.934,132,Applied Psychology,Q1
Environmental Chemistry Letters,16103653,3.929,144,Environmental Chemistry,Q1
Trends in Genetics,01689525,3.928,253,Genetics,Q1
Advanced Fiber Materials,25247921,3.919,58,"Electronic, Optical and Magnetic Materials",Q1
Energy Economics,01409883,3.919,230,Economics and Econometrics,Q1
Duke Mathematical Journal,15477398,3.913,99,Mathematics,Q1
International Journal of Educational Technology in Higher Education,23659440,3.912,77,Computer Science Applications,Q1
IEEE Transactions on Pattern Analysis and Machine Intelligence,01628828,3.91,435,Applied Mathematics,Q1
Genome Research,15495469,3.909,338,Genetics,Q1
Ecology Letters,1461023X,3.905,330,"Ecology, Evolution, Behavior and Systematics",Q1
Qualitative Psychology,23263601,3.904,27,Psychology,Q1
Mycosphere,20777019,3.903,47,"Ecology, Evolution, Behavior and Systematics",Q1
Renewable and Sustainable Energy Reviews,13640321,3.901,464,"Renewable Energy, Sustainability and the Environment",Q1
Trends in Immunology,14714906,3.895,265,Immunology,Q1
Sports Medicine,01121642,3.887,247,Medicine,Q1
Brookings Papers on Economic Activity,00072303,3.884,99,"Business, Management and Accounting",Q1
Cancer Research,00085472,3.879,510,Cancer Research,Q1
International Journal of Research in Marketing,01678116,3.869,128,Marketing,Q1
Studies in Mycology,01660616,3.867,126,Agricultural and Biological Sciences,Q1
Journal of Personality and Social Psychology,00223514,3.865,447,Social Psychology,Q1
IEEE/CAA Journal of Automatica Sinica,23299266,3.863,99,Artificial Intelligence,Q1
Journal of Organizational Behavior,10991379,3.862,230,Applied Psychology,Q1
Theoretical Economics,15557561,3.857,40,"Economics, Econometrics and Finance",Q1
Radiology,00338419,3.856,346,"Radiology, Nuclear Medicine and Imaging",Q1
Journal of Urban Economics,10959068,3.854,139,Economics and Econometrics,Q1
Translational Neurodegeneration,20479158,3.85,67,Cellular and Molecular Neuroscience,Q1
Communications on Pure and Applied Mathematics,00103640,3.848,127,Applied Mathematics,Q1
Water Research,00431354,3.843,396,Civil and Structural Engineering,Q1
Cell Discovery,20565968,3.842,68,Biochemistry,Q1
Educational Research Review,1747938X,3.839,117,Education,Q1
The Lancet Rheumatology,26659913,3.837,61,Immunology,Q1
Endocrine Pathology,15590097,3.832,61,Endocrinology,Q1
Med,26666359,3.815,42,Medicine,Q1
World Politics,00438871,3.81,132,Political Science and International Relations,Q1
Strategy Science,23332077,3.806,30,Business and International Management,Q1
IEEE Transactions on Automatic Control,00189286,3.804,344,Computer Science Applications,Q1
Wiley Interdisciplinary Reviews: Climate Change,17577799,3.803,127,Atmospheric Science,Q1
Pharmacology and Therapeutics,1879016X,3.8,243,Pharmacology,Q1
Cell Reports,22111247,3.796,246,"Biochemistry, Genetics and Molecular Biology",Q1
Critical Reviews in Environmental Science and Technology,15476537,3.788,157,Environmental Engineering,Q1
Arthritis and Rheumatology,23265191,3.784,363,Immunology,Q1
ACS Catalysis,21555435,3.782,320,Catalysis,Q1
Advanced Science,21983844,3.775,220,"Biochemistry, Genetics and Molecular Biology",Q1
npj Flexible Electronics,23974621,3.774,55,Electrical and Electronic Engineering,Q1
Trends in Pharmacological Sciences,18733735,3.771,252,Pharmacology,Q1
JACC: CardioOncology,26660873,3.768,42,Cardiology and Cardiovascular Medicine,Q1
Journal of Strategic Information Systems,09638687,3.765,114,Information Systems,Q1
Aggregate,27668541,3.76,48,Chemistry,Q1
Journal of the American Society of Nephrology,15333450,3.749,332,Critical Care and Intensive Care Medicine,Q1
Biogeotechnics,29499291,3.744,14,Earth and Planetary Sciences,Q1
Annals of Neurology,15318249,3.736,340,Neurology,Q1
SmartMat,27668525,3.725,43,Chemistry,Q1
Advanced Drug Delivery Reviews,0169409X,3.721,386,Pharmaceutical Science,Q1
Advances in Applied Energy,26667924,3.721,42,Building and Construction,Q1
Astrophysical Journal Letters,20418213,3.713,212,Astronomy and Astrophysics,Q1
Chem Catalysis,26671093,3.71,45,Chemistry,Q1
Plant Cell,1532298X,3.704,412,Cell Biology,Q1
Cold Spring Harbor Perspectives in Biology,19430264,3.699,251,"Biochemistry, Genetics and Molecular Biology",Q1
New Astronomy Reviews,13876473,3.697,67,Astronomy and Astrophysics,Q1
"Annual Review of Control, Robotics, and Autonomous Systems",25735144,3.69,46,Artificial Intelligence,Q1
Environmental Science and Technology,0013936X,3.69,504,Chemistry,Q1
IEEE Transactions on Neural Networks and Learning Systems,2162237X,3.686,269,Artificial Intelligence,Q1
Human Resource Management,00904848,3.663,122,Applied Psychology,Q1
IEEE Geoscience and Remote Sensing Magazine,24732397,3.662,68,Computer Science,Q1
Journal of Management Information Systems,1557928X,3.652,177,Computer Science Applications,Q1
Clinical and Molecular Hepatology,22872728,3.635,65,Hepatology,Q1
eClinicalMedicine,25895370,3.633,99,Medicine,Q1
Journal of Manufacturing Systems,02786125,3.633,120,Control and Systems Engineering,Q1
Cancer Immunology Research,23266066,3.63,147,Cancer Research,Q1
IEEE Transactions on Power Systems,08858950,3.629,322,Electrical and Electronic Engineering,Q1
Allergy: European Journal of Allergy and Clinical Immunology,01054538,3.622,213,Immunology,Q1
Diabetologia,0012186X,3.617,266,"Endocrinology, Diabetes and Metabolism",Q1
Energy and Environmental Materials,25750348,3.615,65,Energy,Q1
IEEE Transactions on Fuzzy Systems,10636706,3.614,228,Applied Mathematics,Q1
Business Strategy and the Environment,10990836,3.609,173,Business and International Management,Q1
Diabetes Technology and Therapeutics,15209156,3.609,109,Endocrinology,Q1
Gut Microbes,19490984,3.609,129,Gastroenterology,Q1
Biometrika,14643510,3.605,137,Agricultural and Biological Sciences,Q1
Alzheimer's and Dementia,15525279,3.6,178,Cellular and Molecular Neuroscience,Q1
Information Systems Journal,13501917,3.599,114,Computer Networks and Communications,Q1
Journal of Product Innovation Management,15405885,3.598,180,Engineering,Q1
eBioMedicine,23523964,3.591,136,"Biochemistry, Genetics and Molecular Biology",Q1
Journal of Advanced Ceramics,22278508,3.591,79,Ceramics and Composites,Q1
ESMO Open,20597029,3.582,70,Cancer Research,Q1
Eco-Environment and Health,27729850,3.58,20,Ecology,Q1
Trends in Molecular Medicine,1471499X,3.577,213,Molecular Biology,Q1
International Materials Reviews,09506608,3.574,140,Materials Chemistry,Q1
EMBO Molecular Medicine,17574676,3.571,151,Molecular Medicine,Q1
British Journal of Political Science,00071234,3.563,121,Political Science and International Relations,Q1
Opto-Electronic Advances,20964579,3.557,52,"Atomic and Molecular Physics, and Optics",Q1
National Health Statistics Reports,23328363,3.555,83,"Public Health, Environmental and Occupational Health",Q1
Plant Communications,25903462,3.552,48,Biochemistry,Q1
JAMA Network Open,25743805,3.546,154,Medicine,Q1
Proceedings of the IEEE International Conference on Computer Vision,15505499,3.544,397,Computer Vision and Pattern Recognition,-
International Journal of Plasticity,07496419,3.531,178,Materials Science,Q1
Metabolism: Clinical and Experimental,00260495,3.529,174,Endocrinology,Q1
JACC: Cardiovascular Interventions,18767605,3.527,163,Cardiology and Cardiovascular Medicine,Q1
JHEP Reports,25895559,3.525,55,Gastroenterology,Q1
Computer Assisted Language Learning,17443210,3.513,86,Computer Science Applications,Q1
Frontiers in Ecology and the Environment,15409295,3.513,209,Ecology,Q1
Clinical Gastroenterology and Hepatology,15427714,3.509,220,Gastroenterology,Q1
One Earth,25903330,3.509,73,Earth and Planetary Sciences,Q1
Journal of Business Research,01482963,3.499,292,Marketing,Q1
Psychology and Marketing,07426046,3.497,154,Applied Psychology,Q1
IEEE Transactions on Evolutionary Computation,1089778X,3.495,222,Computational Theory and Mathematics,Q1
IEEE Transactions on Communications,00906778,3.492,247,Electrical and Electronic Engineering,Q1
Acta Pharmaceutica Sinica B,22113843,3.489,123,"Pharmacology, Toxicology and Pharmaceutics",Q1
Review of Environmental Economics and Policy,17506824,3.488,75,Economics and Econometrics,Q1
Trends in Endocrinology and Metabolism,10432760,3.485,204,Endocrinology,Q1
ISPRS Journal of Photogrammetry and Remote Sensing,09242716,3.48,204,"Atomic and Molecular Physics, and Optics",Q1
Nature Computational Science,26628457,3.472,40,Computer Networks and Communications,Q1
Technological Forecasting and Social Change,00401625,3.472,209,Applied Psychology,Q1
Global Strategy Journal,20425805,3.471,53,Business and International Management,Q1
Earth-Science Reviews,00128252,3.463,268,Earth and Planetary Sciences,Q1
European Journal of Information Systems,0960085X,3.459,139,Information Systems,Q1
Leukemia,08876924,3.458,229,Anesthesiology and Pain Medicine,Q1
Journal of Integrative Plant Biology,16729072,3.455,119,Biochemistry,Q1
Journal of Public Administration Research and Theory,14779803,3.454,147,Marketing,Q1
Journal of Economic Theory,10957235,3.443,118,Economics and Econometrics,Q1
Research Policy,00487333,3.443,301,Engineering,Q1
Journal of Retailing and Consumer Services,09696989,3.439,167,Marketing,Q1
Organizational Psychology Review,20413866,3.434,47,Applied Psychology,Q1
Journal of Politics,14682508,3.428,155,Sociology and Political Science,Q1
International Journal of Transgender Health,26895269,3.422,60,Gender Studies,Q1
European Urology Oncology,25889311,3.419,56,Medicine,Q1
Seminars in Immunology,10445323,3.417,153,Immunology,Q1
Circulation: Arrhythmia and Electrophysiology,19413084,3.416,139,Cardiology and Cardiovascular Medicine,Q1
IEEE Transactions on Industrial Informatics,15513203,3.416,214,Computer Science Applications,Q1
"Journal of Cachexia, Sarcopenia and Muscle",21905991,3.416,112,Orthopedics and Sports Medicine,Q1
Energy Material Advances,26927640,3.415,29,Energy,Q1
Proceedings of the National Academy of Sciences of the United States of America,10916490,3.414,896,Multidisciplinary,Q1
Earth System Dynamics,21904979,3.412,70,Earth and Planetary Sciences,Q1
Energy Reviews,27729702,3.411,18,"Renewable Energy, Sustainability and the Environment",Q1
FEMS Microbiology Reviews,01686445,3.408,261,Infectious Diseases,Q1
Protection and Control of Modern Power Systems,23670983,3.398,57,Electrical and Electronic Engineering,Q1
Journal of Energy Chemistry,20954956,3.394,133,Electrochemistry,Q1
Ecological Monographs,00129615,3.383,179,"Ecology, Evolution, Behavior and Systematics",Q1
International Journal of Extreme Manufacturing,26317990,3.38,52,Industrial and Manufacturing Engineering,Q1
eLife,2050084X,3.379,225,"Biochemistry, Genetics and Molecular Biology",Q1
"Journal of Neurology, Neurosurgery and Psychiatry",1468330X,3.379,244,Neurology,Q1
Annals of Internal Medicine,15393704,3.378,445,Internal Medicine,Q1
European Journal of Political Research,03044130,3.377,127,Sociology and Political Science,Q1
Annual Review of Materials Research,15317331,3.376,185,Materials Science,Q1
Redox Biology,22132317,3.374,158,Biochemistry,Q1
Chinese Journal of Catalysis,18722067,3.373,117,Catalysis,Q1
Foundations and Trends in Robotics,19358253,3.37,3,Artificial Intelligence,Q1
npj Precision Oncology,2397768X,3.37,46,Cancer Research,Q1
Strategic Entrepreneurship Journal,19324391,3.37,77,Business and International Management,Q1
Theranostics,18387640,3.37,177,Medicine,Q1
Journal of Interactive Marketing,10949968,3.366,135,Business and International Management,Q1
Production and Operations Management,10591478,3.364,150,Industrial and Manufacturing Engineering,Q1
Drugs,00126667,3.362,201,Pharmacology,Q1
IEEE Journal of Solid-State Circuits,1558173X,3.362,243,Electrical and Electronic Engineering,Q1
Journal of the Association of Environmental and Resource Economists,23335963,3.361,45,Economics and Econometrics,Q1
Journal of Cell Biology,15408140,3.359,422,Cell Biology,Q1
Annual Review of Biomedical Data Science,25743414,3.356,27,"Biochemistry, Genetics and Molecular Biology",Q1
Applied Mechanics Reviews,00036900,3.356,133,Mechanical Engineering,Q1
Global Environmental Change,09593780,3.355,242,Ecology,Q1
Cardiovascular Diabetology,14752840,3.353,121,Cardiology and Cardiovascular Medicine,Q1
Journal of Service Management,17575818,3.348,96,"Business, Management and Accounting",Q1
"Astrophysical Journal, Supplement Series",15384365,3.344,286,Astronomy and Astrophysics,Q1
Computers and Education,03601315,3.343,253,Computer Science,Q1
Journal of Innovation and Knowledge,2444569X,3.341,70,Business and International Management,Q1
Journal of Research in Interactive Marketing,20407122,3.336,69,Marketing,Q1
Journal of Experimental and Clinical Cancer Research,17569966,3.328,136,Cancer Research,Q1
Annals of Probability,00911798,3.326,105,Statistics and Probability,Q1
Structural Equation Modeling,15328007,3.321,132,Decision Sciences,Q1
Journal of the Royal Statistical Society. Series B: Statistical Methodology,14679868,3.308,159,Statistics and Probability,Q1
Technovation,01664972,3.308,173,Engineering,Q1
Annual Review of Animal Biosciences,21658110,3.307,68,Animal Science and Zoology,Q1
Geometric and Functional Analysis,14208970,3.303,81,Analysis,Q1
Small,16136829,3.301,313,Biomaterials,Q1
